,vintage.id,vintage.wine.winery.seo_name,vintage.wine.winery.name,vintage.wine.name,vintage.year,vintage.statistics.ratings_average,vintage.wine.region.name,vintage.wine.region.seo_name,vintage.wine.style.region.seo_name
0,1846547,chateau-batailley,Château Batailley,Pauillac (Grand Cru Classé),2013,4.1,Pauillac,pauillac,bordeaux
1,3582165,haut-bages-monpelou,Château Haut-Bages Monpelou,Pauillac,2012,4.1,Pauillac,pauillac,bordeaux
2,21132624,donissan,Château Donissan,Listrac-Médoc,2014,3.7,Listrac-Médoc,listrac,bordeaux
3,16036464,m-chapoutier,M. Chapoutier,Ermitage Les Greffieux,2013,4.4,Hermitage,hermitage,hermitage
4,141379507,chateau-lynch-moussas,Château Lynch-Moussas,Les Hauts de Lynch-Moussas Haut-Médoc,2016,3.9,Haut-Médoc,haut-medoc,bordeaux
5,16673025,m-chapoutier,M. Chapoutier,Crozes-Ermitage Les Varonniers,2013,4.0,Crozes-Hermitage,crozes-hermitage,crozes-hermitage
6,19929366,m-chapoutier,M. Chapoutier,Ermitage de l'Orée,2014,4.3,Hermitage,hermitage,rhone
7,13231904,m-chapoutier,M. Chapoutier,Domaine de Bila-Haut R.I. (Rectificando Invenies) Côtes du Roussillon Villages,2014,3.8,Côtes du Roussillon Villages,cotes-du-roussillon-villages,languedoc-roussillon
8,145020844,villa-symposia,Villa Symposia,l'Equilibre,2016,4.0,Languedoc-Roussillon,languedoc-roussillon,languedoc-roussillon
9,9040706,charles-heidsieck,Charles Heidsieck,Blanc des Millenaires Millésime Brut Champagne,2004,4.5,Champagne,champagne,champagne
10,12116267,m-chapoutier,M. Chapoutier,Ermitage Le Méal,2013,4.6,Hermitage,hermitage,hermitage
11,4589995,m-chapoutier,M. Chapoutier,Châteauneuf-du-Pape Barbe Rac ,2014,4.2,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
12,133551423,palais-cardinal,Château Palais Cardinal,Saint-Emilion Grand Cru,2016,3.9,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
13,10749957,m-chapoutier,M. Chapoutier,Ermitage Les Greffieux,2014,4.2,Hermitage,hermitage,hermitage
14,4998481,m-chapoutier,M. Chapoutier,Saint-Joseph Les Granits ,2014,3.9,Saint-Joseph,saint-joseph,saint-joseph
15,150358070,chateau-chantemerle-medoc,Château Chantemerle,Médoc,2015,3.5,Médoc,medoc,bordeaux
16,5823475,m-chapoutier,M. Chapoutier,Châteauneuf-du-Pape Barbe Rac ,2013,4.3,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
17,12116274,m-chapoutier,M. Chapoutier,Ermitage Le Pavillon,2014,4.4,Hermitage,hermitage,hermitage
18,23267054,m-chapoutier,M. Chapoutier,Châteauneuf-du-Pape Croix De Bois ,2014,4.0,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
19,2061774,salon,Delamotte,Brut Champagne Grand Cru 'Le Mesnil-sur-Oger',N.V.,3.9,Champagne Grand Cru 'Le Mesnil-sur-Oger',champagne-grand-cru-le-mesnil-sur-oger,champagne
20,9112873,fr-chateau-poitevin,Château Poitevin,Médoc,2014,3.6,Médoc,medoc,bordeaux
21,4061619,chateau-fleur-cardinale,Château Fleur Cardinale,Saint-Émilion Grand Cru (Grand Cru Classé),2014,4.1,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
22,3237290,domaine-william-fevre,Domaine William Fèvre,Chablis Grand Cru Bougros,2012,4.2,Chablis Grand Cru 'Bougros',chablis-grand-cru-bougros,bourgogne
23,160759332,nicolas-pere-fils,Nicolas Pere & Fils,Côtes du Rhône Vieilles Vignes,2016,4.0,Côtes-du-Rhône,cotes-du-rhone,rhone
24,93823,chateau-lafite-rothschild,Château Lafite Rothschild,Carruades de Lafite Pauillac,2008,4.3,Pauillac,pauillac,bordeaux
0,3431954,chateau-grand-puy-ducasse,Château Grand-Puy Ducasse,Le Cloitre de Grand-Puy Ducasse Pauillac,2010,4.0,Pauillac,pauillac,bordeaux
1,1863608,chateau-latour-a-pomerol,Château Latour à Pomerol,Pomerol,2011,4.2,Pomerol,pomerol,bordeaux
2,25011601,haut-madrac-126784,Château Haut-Madrac,Haut-Médoc,2014,3.9,Haut-Médoc,haut-medoc,bordeaux
3,141405218,leydet,Vignobles Leydet,Chateau Leydet-Valentin Saint-Émilion Grand Cru,2016,4.3,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
4,154709222,sillons,Château Les Grands Sillons,Cuvée Amodis Pomerol,2014,4.0,Pomerol,pomerol,bordeaux
5,142324449,saint-ange-139365,Château Saint Ange,Saint-Émilion Grand Cru,2015,4.1,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
6,1243774,fargues,Château de Fargues,Sauternes (Lur Saluces),2007,4.5,Sauternes,sauternes,bordeaux
7,12294395,chateau-rouget,Château Rouget,Le Carillon de Rouget Pomerol,2013,3.9,Pomerol,pomerol,bordeaux
8,141554361,daugay,Château Daugay,Saint-Émilion Grand Cru,2015,4.0,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
9,11260666,m-chapoutier,M. Chapoutier,Côte-Rôtie La Mordorée ,2013,4.3,Côte-Rôtie,cote-rotie,rhone
10,147262530,chateau-rocher-gardat,Château Rocher Gardat,Montagne-Saint-Émilion,2016,3.9,Montagne-Saint-Émilion,montagne-saint-emilion,bordeaux
11,158314509,antoine-angst,Vignobles Angst,Chablis,2018,3.9,Chablis,chablis,bourgogne
12,148334359,mouton-pere-et-fils,Domaine Mouton,Côte-Rôtie,2016,4.1,Côte-Rôtie,cote-rotie,rhone
13,158444890,roc-de-levraut,Château Roc de Levraut,Bordeaux Supérieur,2018,4.0,Bordeaux Supérieur,bordeaux-superieur,bordeaux
14,34624558,chateau-peyredon-lagravette,Château Peyredon Lagravette,Haut-Médoc Rouge,2014,3.7,Haut-Médoc,haut-medoc,bordeaux
15,11260664,m-chapoutier,M. Chapoutier,Côte-Rôtie La Mordorée ,2014,4.3,Côte-Rôtie,cote-rotie,rhone
16,154744362,chateau-simard,Château Simard,Saint-Émilion Grand Cru,2010,3.9,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
17,4183165,chateau-paloumey,Château Paloumey,Haut-Médoc,2014,3.7,Haut-Médoc,haut-medoc,bordeaux
18,108443970,chateau-des-annereaux,Château des Annereaux,Lalande-de-Pomerol,2016,4.0,Lalande-de-Pomerol,lalande-de-pomerol,bordeaux
19,160769452,domaine-de-marzilly,Domaine de Marzilly,Ullens Brut Champagne,N.V.,4.1,Champagne,champagne,champagne
20,160057350,patrick-jasmin,Patrick Jasmin,La Giroflarie Côte-Rôtie,2017,3.6,Côte-Rôtie,cote-rotie,rhone
21,19783688,domaine-gilles-barge,Gilles Barge,Côte-Brune Côte-Rôtie,2012,4.1,Côte-Rôtie,cote-rotie,rhone
22,143052712,chateau-la-faviere,Château La Favière,Bordeaux Supérieur,2016,4.1,Bordeaux Supérieur,bordeaux-superieur,bordeaux
23,27442113,chateau-soutard,Château Soutard,Les Jardins de Soutard Saint-Émilion,2014,4.0,Saint-Émilion,saint-emilion,bordeaux
24,3149010,clos-vieux-taillefer,Clos Vieux Taillefer,Pomerol,2011,4.0,Pomerol,pomerol,bordeaux
0,156242562,fr-aegerter-jean-luc-paul,Aegerter,Vieilles Vignes Chablis Premier Cru,2018,4.3,Chablis Premier Cru,chablis-premier-cru,bourgogne
1,146523603,pascal-jolivet,Pascal Jolivet,Sancerre La Bondenotte Rouge,2016,3.6,Sancerre,sancerre,loire-valley
2,24763157,grand-corbin,Château Grand Corbin,Les Charmes de Grand Corbin Saint-Émilion Grand Cru,2012,3.8,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
3,154396262,domaine-de-la-janasse,Domaine de la Janasse,Clos St. Antonin Châteauneuf-du-Pape,2015,3.9,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
4,8577649,chateau-la-dominique,Château La Dominique,Saint-Émilion Grand Cru (Grand Cru Classé),2014,4.1,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
5,154904867,vouette-et-sorbe,Vouette et Sorbée,Blanc d'Argile Brut Nature Champagne,N.V.,4.2,Champagne,champagne,champagne
6,151392489,paveil-de-luze,Château Paveil de Luze,Margaux,2017,3.7,Margaux,margaux,bordeaux
7,24331004,chateau-capbern,Château Capbern,Saint-Estèphe,2015,4.0,Saint-Estèphe,saint-estephe,bordeaux
8,147835166,domaine-de-la-cote-de-l-ange,Domaine de la Cote de l'Ange,Vieilles Vignes Châteauneuf-du-Pape,2015,4.2,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
9,2083000,paul-jaboulet-aine-1387,Paul Jaboulet Aîné,Crozes-Hermitage Domaine de Thalabert,2010,4.0,Crozes-Hermitage,crozes-hermitage,crozes-hermitage
10,137345882,chateau-beauvillage,Château Beauvillage,Médoc,2015,3.8,Médoc,medoc,bordeaux
11,155522524,domaine-piron-lameloise,Domaine Piron Lameloise,Morgon Côte du Py,2017,3.6,Morgon,morgon,beaujolais
12,3445207,fr-chateau-latour,Château Latour,Les Forts de Latour Pauillac,2013,4.2,Pauillac,pauillac,bordeaux
13,49416542,chateau-de-candale,Château de Candale,Saint-Émilion Grand Cru,2015,3.9,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
14,160683591,malandes,Domaine des Malandes,Chablis Premier Cru 'Vau de Vey',2018,3.9,Chablis 1er Cru 'Vau de Vey',chablis-vau-de-vey,bourgogne
15,120084383,chateau-beauvillage,Château Beauvillage,Médoc,2016,3.8,Médoc,medoc,bordeaux
16,143776802,charles-westler,Charles Westler,Réserve Brut Champagne,N.V.,3.9,Champagne,champagne,champagne
17,155796012,chartron-et-trebuchet,Chartron et Trébuchet,Meursault Premier Cru 'Les Charmes',2016,4.3,Meursault Premier Cru,meursault-premier-cru,cote-de-beaune
18,7570418,haut-bages-monpelou,Château Haut-Bages Monpelou,Pauillac,2014,4.2,Pauillac,pauillac,bordeaux
19,1328889,fr-chateau-latour-martillac,Château Latour-Martillac,Pessac-Léognan (Grand Cru Classé de Graves),2005,4.2,Pessac-Léognan,pessac-leognan,bordeaux
20,160404362,domaine-ribiera,Domaine Ribiera,Amassa Cinsault - Grenache,2018,3.8,Languedoc-Roussillon,languedoc-roussillon,languedoc-roussillon
21,2056289,taittinger,Taittinger,Cuvée Prestige Brut Champagne,N.V.,4.1,Champagne,champagne,champagne
22,122516884,chateau-tayac-margaux,Château Tayac,Margaux,2016,4.0,Margaux,margaux,bordeaux
23,20152899,tour-sieujean,Château Tour Sieujean,Pauillac,2014,4.0,Pauillac,pauillac,bordeaux
24,155191579,courtedune,Domaine Font de Courtedune,Châteauneuf-du-Pape,2017,4.1,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
0,26926614,paveil-de-luze,Château Paveil de Luze,Margaux,2015,4.0,Margaux,margaux,bordeaux
1,109244109,chateau-cantenac-brown,Château Cantenac Brown,BriO de Cantenac Brown Margaux,2016,3.8,Margaux,margaux,bordeaux
2,25538035,commanderie,Château La Commanderie,Saint-Émilion Grand Cru (Grand Cru Classé),2015,4.0,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
3,111349085,chateau-la-cabanne,Château La Cabanne,Pomerol,2016,3.8,Pomerol,pomerol,bordeaux
4,139924621,haut-madrac-126784,Château Haut-Madrac,Haut-Médoc,2015,3.8,Haut-Médoc,haut-medoc,bordeaux
5,156356782,grand-verdus,Château Le Grand Verdus,Bordeaux Supérieur,2018,4.0,Bordeaux Supérieur,bordeaux-superieur,bordeaux
6,142837329,la-grave-figeac,Château La Grave Figeac,Saint-Émilion Grand Cru,2015,4.0,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
7,101392138,chateau-maucaillou,Château Maucaillou,Moulis-en-Médoc,2016,3.9,Moulis-en-Médoc,moulis-en-medoc,bordeaux
8,14395777,fr-chateau-latour-martillac,Château Latour-Martillac,Pessac-Léognan (Grand Cru Classé de Graves),2015,4.1,Pessac-Léognan,pessac-leognan,bordeaux
9,157451523,chateau-leoville-las-cases,Château Léoville Las Cases,La Petite Marquise Saint-Julien,2016,3.9,Saint-Julien,saint-julien,bordeaux
10,22003363,chateau-de-sales,Château de Sales,Pomerol,2014,4.0,Pomerol,pomerol,bordeaux
11,151212448,lespault-martillac,Château Lespault Martillac,Pessac-Léognan,2016,3.9,Pessac-Léognan,pessac-leognan,bordeaux
12,150859262,chateau-la-gaffeliere,Château La Gaffelière,Saint-Émilion Grand Cru (Premier Grand Cru Classé),2017,4.2,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
13,2243023,meyney,Château Meyney,Saint-Estèphe,2013,3.8,Saint-Estèphe,saint-estephe,bordeaux
14,3646572,fr-chateau-latour,Château Latour,Grand Vin Pauillac (Premier Grand Cru Classé),2011,4.5,Pauillac,pauillac,bordeaux
15,142377492,schieferkopf,Schieferkopf,Lieu-dit Buehl Riesling,2015,3.9,Alsace,alsace,alsace
16,2655816,chateau-olivier,Château Olivier,Pessac-Léognan (Grand Cru Classé),2013,3.9,Pessac-Léognan,pessac-leognan,bordeaux
17,14525569,chateau-la-lagune,Château La Lagune,Haut-Médoc (Grand Cru Classé),2015,4.0,Haut-Médoc,haut-medoc,bordeaux
18,155934514,fleur-fompeyre,Château La Fleur Fompeyre,Vieilles Vignes Castillon Côtes de Bordeaux,2016,4.1,Castillon - Côtes de Bordeaux,cotes-de-castillon,bordeaux
19,90021141,chateau-chasse-spleen,Château Chasse-Spleen,Moulis-en-Médoc,2016,3.9,Moulis-en-Médoc,moulis-en-medoc,bordeaux
20,3292102,champagne-de-saint-gall,Champagne de Saint-Gall,Blanc de Blancs Brut Champagne Premier Cru,N.V.,3.8,Champagne Premier Cru,champagne-premier-cru,champagne
21,3445212,chateau-d-issan,Château d'Issan,Margaux (Grand Cru Classé),2013,3.9,Margaux,margaux,bordeaux
22,13318688,fr-chateau-haut-bages-liberal,Château Haut-Bages Libéral,La Chapelle de Bages Pauillac,2012,3.7,Pauillac,pauillac,bordeaux
23,141777557,xavier-vignon,Xavier Vignon,Châteauneuf-du-Pape Cuvée Anonyme Rouge,2016,4.0,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
24,156093066,chateau-maris,Château Maris,Les Planels,2017,3.9,Minervois La Livinière,minervois-la-liviniere,languedoc-roussillon
0,5878510,chateau-clinet,Château Clinet,Pomerol,2014,4.0,Pomerol,pomerol,bordeaux
1,19366900,fr-chateau-daiguilhe,Château d'Aiguilhe,Castillon - Côtes de Bordeaux,2015,4.0,Castillon - Côtes de Bordeaux,cotes-de-castillon,bordeaux
2,16667123,la-croix-du-casse,Château La Croix du Casse,Pomerol,2013,3.8,Pomerol,pomerol,bordeaux
3,140604660,chanson-pere-and-fils,Chanson,Clos Des Mouches Beaune 1er Cru,2016,4.5,Beaune Premier Cru,beaune-premier-cru,cote-de-beaune
4,3235269,de-venoge,De Venoge,Cordon Bleu Brut Champagne,2002,4.0,Champagne,champagne,champagne
5,144269433,fayat,Château Fayat,Pomerol,2015,3.9,Pomerol,pomerol,bordeaux
6,142653390,domaine-jean-chartron,Jean Chartron,Puligny-Montrachet,2016,4.2,Puligny-Montrachet,puligny-montrachet,cote-de-beaune
7,43051662,louis-latour,Louis Latour,Chassagne-Montrachet Blanc,2015,4.2,Chassagne-Montrachet,chassagne-montrachet,cote-de-beaune
8,15872675,louis-latour,Louis Latour,Meursault Blanc,2015,4.0,Meursault,meursault,cote-de-beaune
9,17432474,la-confession,Château La Confession,Saint-Émilion Grand Cru,2014,3.9,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
10,1635013,chateau-bellefont-belcier,Château Bellefont-Belcier,Saint-Émilion Grand Cru (Grand Cru Classé),2011,4.2,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
11,4693434,fr-chateau-de-la-dauphine,Château de la Dauphine,Fronsac,2013,3.3,Fronsac,fronsac,bordeaux
12,2280365,chateau-de-fieuzal,Château de Fieuzal,Pessac-Léognan (Grand Cru Classé de Graves),2013,3.9,Pessac-Léognan,pessac-leognan,bordeaux
13,2071524,chateau-la-dominique,Château La Dominique,Saint-Émilion Grand Cru (Grand Cru Classé),2010,4.1,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
14,17945283,joseph-mellot,Joseph Mellot,La Grande Châtelaine Sancerre,2014,4.2,Sancerre,sancerre,loire-valley
15,153236899,la-chablisienne,La Chablisienne,Chablis Grand Cru 'Valmur',2015,4.3,Chablis Grand Cru 'Valmur',chablis-grand-cru-valmur,bourgogne
16,97089587,chateau-batailley,Château Batailley,Pauillac (Grand Cru Classé),2016,4.2,Pauillac,pauillac,bordeaux
17,5113733,taittinger,Taittinger,Millésimé Brut Champagne,2013,4.2,Champagne,champagne,champagne
18,2087663,chateau-trotte-vieille,Château Trotte Vieille,Saint-Émilion Grand Cru (Premier Grand Cru Classé),2009,4.3,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
19,14139537,faugeres,Château Faugères,Saint-Émilion Grand Cru (Grand Cru Classé),2015,4.2,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
20,156795640,romanin,Château Romanin,Alpilles Rosé,2017,3.7,Alpilles,alpilles,
21,20846329,chateau-tronquoy-lalande,Château Tronquoy-Lalande,Saint-Estèphe,2014,3.9,Saint-Estèphe,saint-estephe,bordeaux
22,2088489,chateau-batailley,Château Batailley,Pauillac (Grand Cru Classé),2012,4.2,Pauillac,pauillac,bordeaux
23,152437330,clos-de-bouard,Clos de Bouard,Dame de Boüard Montagne Saint-Émilion,2016,3.7,Montagne-Saint-Émilion,montagne-saint-emilion,bordeaux
24,145525286,fr-chateau-haut-surget,Château Haut-Surget,Lalande-de-Pomerol,2016,3.8,Lalande-de-Pomerol,lalande-de-pomerol,bordeaux
0,36763663,chateau-troplong-mondot,Château Troplong Mondot,Mondot Saint-Émilion Grand Cru,2015,3.8,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
1,144874609,pontac-lynch,Château Pontac Lynch,Margaux,2016,4.1,Margaux,margaux,bordeaux
2,14514829,chateau-angelus,Château Angelus,Saint-Émilion Grand Cru (Premier Grand Cru Classé),2015,4.6,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
3,4672364,lespault-martillac,Château Lespault Martillac,Pessac-Léognan,2013,3.7,Pessac-Léognan,pessac-leognan,bordeaux
4,14879981,chateau-ducru-beaucaillou,Château Ducru-Beaucaillou,Saint-Julien (Grand Cru Classé),2015,4.6,Saint-Julien,saint-julien,bordeaux
5,1346291,la-conseillante,Château La Conseillante,Pomerol,2010,4.6,Pomerol,pomerol,bordeaux
6,158910583,m-chapoutier,M. Chapoutier,Cornas Temenos,2016,4.0,Cornas,cornas,cornas
7,16863211,chateau-trotte-vieille,Château Trotte Vieille,Saint-Émilion Grand Cru (Premier Grand Cru Classé),2013,3.7,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
8,26420992,bouchard-pere-and-fils,Bouchard Père & Fils,Vigne de l'Enfant Jésus Beaune 1er Cru 'Les Grèves',2015,4.4,Beaune 1er Cru 'Les Grèves',beaune-les-greves,cote-de-beaune
9,2108623,champagne-gosset,Gosset,Grande Réserve Brut Champagne,N.V.,4.1,Champagne,champagne,champagne
10,2503292,chateau-canon,Château Canon,Saint-Émilion Grand Cru (Premier Grand Cru Classé),2010,4.4,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
11,158556768,jeff-carrel,Jeff Carrel,La Bette Côtes du Roussillon Villages,2017,3.9,Côtes du Roussillon Villages,cotes-du-roussillon-villages,languedoc-roussillon
12,73562709,chateau-fuisse,Château Fuissé,Les Combettes Pouilly-Fuissé,2015,4.3,Pouilly-Fuissé,pouilly-fuisse,maconnais
13,25201253,louis-latour,Louis Latour,Puligny-Montrachet,2015,4.3,Puligny-Montrachet,puligny-montrachet,cote-de-beaune
14,154173561,bouchard-pere-and-fils,Bouchard Père & Fils,Vosne-Romanée,2016,4.2,Vosne-Romanée,vosne-romanee,cote-de-nuits
15,2919909,chateau-vray-croix-de-gay,Château Vray Croix de Gay,Pomerol,2011,4.0,Pomerol,pomerol,bordeaux
16,14519191,faiveley,Faiveley,Mazis-Chambertin Grand Cru,2014,4.1,Mazis-Chambertin Grand Cru,mazis-chambertin,cote-de-nuits
17,19435619,chateau-camensac,Château de Camensac,Haut-Médoc (Grand Cru Classé),2015,3.8,Haut-Médoc,haut-medoc,bordeaux
18,22401630,magnan-figeac,Château Magnan-Figeac,Saint-Émilion Grand Cru,2015,4.1,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
19,44854666,haut-bages-monpelou,Château Haut-Bages Monpelou,Pauillac,2015,4.0,Pauillac,pauillac,bordeaux
20,147211558,les-bachelards,Château des Bachelards - Comtesse de Vazeilles,Fleurie,2014,3.7,Fleurie,fleurie,beaujolais
21,11044568,chateau-soutard,Château Soutard,Saint-Émilion Grand Cru (Grand Cru Classé),2014,3.9,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
22,6272966,louis-latour,Louis Latour,Domaine Latour Corton Grand Cru,2014,4.1,Corton Grand Cru,corton,cote-de-beaune
23,156222111,domaine-des-roches-neuves,Domaine des Roches Neuves,Les Memoires Saumur-Champigny,2017,3.8,Saumur-Champigny,saumur-champigny,
24,143640872,pascal-jolivet,Pascal Jolivet,Pouilly-Fumé Indigene,2016,4.0,Pouilly-Fumé,pouilly-fume,loire-valley
0,16676123,chateau-branas-grand-poujeaux,Château Branas Grand Poujeaux,Moulis,2013,3.7,Moulis-en-Médoc,moulis-en-medoc,bordeaux
1,152315336,henri-bourgeois,Henri Bourgeois,Sancerre La Chapelle Des Augustins,2016,3.8,Sancerre,sancerre,loire-valley
2,5481240,chateau-le-gay,Château Le Gay,Pomerol,2013,4.3,Pomerol,pomerol,bordeaux
3,10133028,couvent-des-jacobins,Couvent des Jacobins,Saint-Émilion Grand Cru (Grand Cru Classé),2014,3.8,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
4,152612648,vincent-pinard,Vincent Pinard,Florés Sancerre,2017,3.8,Sancerre,sancerre,loire-valley
5,7768216,chateau-lynch-moussas,Château Lynch-Moussas,Pauillac (Grand Cru Classé),2013,3.9,Pauillac,pauillac,bordeaux
6,10474342,pol-roger,Pol Roger,Blanc de Blancs Champagne (Extra Cuvée de Réserve),2009,4.2,Champagne,champagne,champagne
7,97789188,haut-madrac-126784,Château Haut-Madrac,Haut-Médoc,2016,3.7,Haut-Médoc,haut-medoc,bordeaux
8,3693463,brimoncourt,Brimoncourt,Régence Brut Aÿ Champagne,N.V.,3.9,Champagne,champagne,champagne
9,1892841,chateau-petit-village,Château Petit-Village,Pomerol,2012,4.0,Pomerol,pomerol,bordeaux
10,17053330,chateau-corbin,Château Corbin,Saint-Émilion Grand Cru (Grand Cru Classé),2015,4.0,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
11,146423337,mont-perat,Château Mont-Pérat,Bordeaux Blanc,2015,3.6,Bordeaux,bordeaux,bordeaux
12,22597032,vincent-et-denis-berthaut,Domaine Berthaut-Gerbet,Fixin Les Clos,2013,3.8,Fixin,fixin,cote-de-nuits
13,122043248,fr-pierre-usseglio,Pierre Usseglio,Châteauneuf-du-Pape,2015,4.1,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
14,140837109,chateau-brane-cantenac,Château Brane-Cantenac,Baron de Brane Margaux,2016,3.7,Margaux,margaux,bordeaux
15,1275307,chateau-d-issan,Château d'Issan,Margaux (Grand Cru Classé),1985,4.4,Margaux,margaux,bordeaux
16,114600709,chateau-duhart-milon,Château Duhart-Milon,Pauillac (Grand Cru Classé),2016,4.1,Pauillac,pauillac,bordeaux
17,140006835,laffitte-carcasset,Château Laffitte-Carcasset,Saint-Estèphe,2016,4.0,Saint-Estèphe,saint-estephe,bordeaux
18,87239893,chateau-rauzan-segla,Château Rauzan-Ségla,Margaux (Grand Cru Classé),2016,4.2,Margaux,margaux,bordeaux
19,72389665,la-tour-figeac,Château La Tour Figeac,Saint-Émilion Grand Cru (Grand Cru Classé),2015,3.9,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
20,3101513,chateau-cambon-la-pelouse,Château Cambon La Pelouse,Haut-Médoc,2013,3.6,Haut-Médoc,haut-medoc,bordeaux
21,4142908,chateau-chauvin,Château Chauvin,Saint-Émilion Grand Cru (Grand Cru Classé),2014,3.6,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
22,150620623,domaine-des-roches-neuves,Domaine des Roches Neuves,Clos Romans,2016,4.0,Saumur,saumur,loire-valley
23,146026926,chateau-trotte-vieille,Château Trotte Vieille,Saint-Émilion Grand Cru (Premier Grand Cru Classé),2016,4.1,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
24,2168518,chateau-lafite-rothschild,Château Lafite Rothschild,Carruades de Lafite Pauillac,1987,4.5,Pauillac,pauillac,bordeaux
0,25534377,jacquinot-fils,Jacquinot & Fils,Réserve 29 Brut Champagne,N.V.,4.0,Champagne,champagne,champagne
1,9707489,fr-chateau-haut-bages-liberal,Château Haut-Bages Libéral,Pauillac (Grand Cru Classé),2014,4.0,Pauillac,pauillac,bordeaux
2,1874333,nenin,Château Nénin,Fugue de Nénin Pomerol,2010,3.9,Pomerol,pomerol,bordeaux
3,152120035,paul-kuble,Paul Kubler,Riesling K,2016,3.5,Alsace,alsace,alsace
4,156165510,fr-domaine-des-lises,Domaine des Lises (Maxime Graillot),Equinoxe Crozes-Hermitage,2018,3.5,Crozes-Hermitage,crozes-hermitage,crozes-hermitage
5,153216311,alphonse-mellot,Alphonse Mellot,Edmond Sancerre,2016,4.1,Sancerre,sancerre,loire-valley
6,1604978,chateau-prieure-lichine,Château Prieuré-Lichine,Margaux (Grand Cru Classé),2011,4.0,Margaux,margaux,bordeaux
7,2654466,chateau-peyrabon,Château Peyrabon,Haut-Médoc,2013,3.3,Haut-Médoc,haut-medoc,bordeaux
8,2421621,fr-alfred-gratien,Alfred Gratien,Brut Champagne,N.V.,3.9,Champagne,champagne,champagne
9,152399568,domaine-alain-chabanon,Alain Chabanon,Campredon,2017,3.5,Languedoc,languedoc,languedoc-roussillon
10,159826041,domaine-des-pothiers,Domaine des Pothiers,Eclipse,2018,3.7,Beaujolais,beaujolais,
11,144803574,nicolas-mariotti-bindi,Nicolas Mariotti Bindi,Porcellese Vieilles Vignes,2014,4.1,Patrimonio,patrimonio,
12,46961224,faiveley,Faiveley,Gevrey-Chambertin 1er Cru 'Les Cazetiers',2014,4.3,Gevrey-Chambertin 1er Cru 'Les Cazetiers',gevrey-chambertin-les-cazetiers,cote-de-nuits
13,16916189,fr-chateau-pape-clement,Château Pape Clément,Clémentin de Pape Clément Pessac-Léognan Blanc,2013,4.0,Pessac-Léognan,pessac-leognan,bordeaux
14,158078738,jean-paul-benoit-droin,Jean-Paul & Benoit Droin,Petit Chablis,2018,3.7,Petit Chablis,petit-chablis,bourgogne
15,10871096,chateau-trotte-vieille,Château Trotte Vieille,Saint-Émilion Grand Cru (Premier Grand Cru Classé),2012,4.2,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
16,11498678,chateau-clos-des-jacobins,Clos des Jacobins,Saint-Émilion Grand Cru (Grand Cru Classé),2011,4.0,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
17,1799092,chateau-brane-cantenac,Château Brane-Cantenac,Margaux (Grand Cru Classé),1993,4.3,Margaux,margaux,bordeaux
